,company,summary,overall_ratings,Sentiment
595,google,"Exciting technology, but office politics is eroding the culture",4.0,MIXED
596,google,Happy ex-Googleer,5.0,NEUTRAL
597,google,Great,5.0,POSITIVE
598,google,Test Engineering Manager-1,3.0,NEUTRAL
599,google,Solid culture,3.0,POSITIVE
600,google,Good,5.0,POSITIVE
601,google,Great place and great people,5.0,POSITIVE
602,google,Good,4.0,POSITIVE
603,google,Project Manager,1.0,NEUTRAL
604,google,Recruiter,5.0,NEUTRAL
605,google,It's great,5.0,POSITIVE
606,google,SWE,3.0,NEUTRAL
607,google,Awesome company!,5.0,POSITIVE
608,google,Research,2.0,NEUTRAL
609,google,"Hard work, mostly supportive",3.0,POSITIVE
610,google,Amazing,5.0,POSITIVE
611,google,Solid company to work for,4.0,POSITIVE
612,google,programer,1.0,NEUTRAL
613,google,Google review,5.0,NEUTRAL
614,google,Fantastic company,5.0,POSITIVE
615,google,territory sales manager,4.0,NEGATIVE
616,google,Google Product Management,4.0,NEUTRAL
617,google,Great problems,4.0,POSITIVE
618,google,QA Engineer,1.0,NEUTRAL
619,google,Good place to work!,5.0,POSITIVE
620,google,google intern review,5.0,NEUTRAL
621,google,amazing,5.0,POSITIVE
622,google,Google Hardware rocks,5.0,NEUTRAL
623,google,Good Pay and Benefits But Getting Very Bureaucratic and Political,2.0,MIXED
624,google,employee,4.0,NEUTRAL
625,google,Great Company,4.0,POSITIVE
626,google,"Overall good, but more bureaucratic",4.0,MIXED
627,google,Old time Googler,4.0,NEUTRAL
628,google,Good,5.0,POSITIVE
629,google,Great,5.0,POSITIVE
630,google,An over good experience.,4.0,POSITIVE
631,google,Software engineer,5.0,NEUTRAL
632,google,Amazing,4.0,POSITIVE
633,google,Great place to work,4.0,POSITIVE
634,google,Best Company to work for,5.0,POSITIVE
635,google,Good for awhile,5.0,POSITIVE
636,google,Toxic and Retaliatory Environment,1.0,NEGATIVE
637,google,GReat!,5.0,POSITIVE
638,google,Developer,4.0,NEUTRAL
639,google,Software engineer,4.0,NEUTRAL
640,google,My Experience as a Senior Chief Director of Algebraic Engineering,5.0,NEUTRAL
641,google,Great Culture,5.0,POSITIVE
642,google,Project manager,5.0,NEUTRAL
643,google,Engineer,4.0,NEUTRAL
644,google,software engineer,3.0,NEUTRAL
645,google,Software Engineer,5.0,NEUTRAL
646,google,Manager,1.0,NEUTRAL
647,google,Best company to work for,5.0,POSITIVE
648,google,Nice work,4.0,POSITIVE
649,google,University Recruiter,5.0,NEUTRAL
650,google,,4.0,
651,google,Fired for Bringing up AI spy bots and mass collection of data on citizens.,1.0,NEUTRAL
652,google,Senior Quantitative Analyst,5.0,NEUTRAL
653,google,know what you do,5.0,NEUTRAL
654,google,google programmer,5.0,NEUTRAL
655,google,Great Company to work at!,5.0,POSITIVE
656,google,Remarkable,5.0,POSITIVE
657,google,Great place to work,5.0,POSITIVE
658,google,Recruiter,4.0,NEUTRAL
659,google,Project Manager,4.0,NEUTRAL
660,google,Software developer,2.0,NEUTRAL
661,google,Bare Bones Review,5.0,NEUTRAL
662,google,Webmaster,5.0,NEUTRAL
663,google,"Great Company, Great Culture",4.0,POSITIVE
664,google,Product Marketing Manager Google Cloud,3.0,NEUTRAL
665,google,Great opportunity,5.0,POSITIVE
666,google,Ads Specialist,5.0,NEGATIVE
667,google,Product Marketing Manager,5.0,NEUTRAL
668,google,Analyst,5.0,NEUTRAL
669,google,Advertising,4.0,NEUTRAL
670,google,Great company to work for but not without it's flaws.,4.0,POSITIVE
671,google,pros and cons of working environment inside google,5.0,MIXED
672,google,Director,5.0,NEUTRAL
673,google,Another large company,4.0,NEUTRAL
674,google,Rewarding job,5.0,POSITIVE
675,google,Dont want to put a title,5.0,NEGATIVE
676,google,EP Internship,5.0,NEUTRAL
677,google,Work culture,5.0,NEUTRAL
678,google,Product Specialist,5.0,POSITIVE
679,google,Google Technical Solution Consultant,5.0,NEUTRAL
680,google,Great place to work,5.0,POSITIVE
681,google,Good company,5.0,POSITIVE
682,google,"If you work on hardware, then avoid this place at all cost.",1.0,NEGATIVE
683,google,Data Scientist at Google,5.0,NEUTRAL
684,google,Great perks and flexibility,5.0,POSITIVE
685,google,Head of [],4.0,NEUTRAL
686,google,Excellent Perks and flexibility,5.0,POSITIVE
687,google,Job,4.0,POSITIVE
688,google,"Behind the shiny veneer, insidious politics and dysfunctional teams",2.0,NEUTRAL
689,google,Review,4.0,NEUTRAL
690,google,Software Engineer,1.0,NEUTRAL
691,google,Great expeeience,4.0,POSITIVE
692,google,EMT employment,1.0,NEUTRAL
693,google,Program Manager,5.0,NEUTRAL
694,google,"Good, Not Great.",3.0,MIXED
695,google,Still a great company to work for,5.0,POSITIVE
696,google,Lacking something,3.0,NEGATIVE
697,google,What can I say? It's google.,4.0,NEUTRAL
698,google,Brand,3.0,NEUTRAL
699,google,An Amazing Place To Work,5.0,POSITIVE
700,google,Software,5.0,NEUTRAL
701,google,Great place to work!,5.0,POSITIVE
702,google,It's more than just the perks,4.0,POSITIVE
703,google,No regrets,5.0,POSITIVE
704,google,Analytical Lead,5.0,NEUTRAL
705,google,Google is great!,5.0,POSITIVE
706,google,Field Operations,4.0,NEUTRAL
707,google,Staff Technical Solutions Consultant & Partner Technology Manager,4.0,NEUTRAL
708,google,A nice place to work,4.0,POSITIVE
709,google,Business Analyst,5.0,NEUTRAL
710,google,"Not The Internship movie, but still great",5.0,POSITIVE
711,google,software engineer,5.0,NEUTRAL
712,google,As they say,5.0,NEUTRAL
713,google,Software Developer,5.0,NEUTRAL
714,google,Overall a great place to work,4.0,POSITIVE
715,google,My input on Google,5.0,NEUTRAL
716,google,Astounding Infrastructure,4.0,POSITIVE
717,google,sales,5.0,NEUTRAL
718,google,Software engineer,5.0,NEUTRAL
719,google,Best place,5.0,POSITIVE
720,google,The best corporate to work for,5.0,POSITIVE
721,google,Software Engineer Intern,5.0,NEUTRAL
722,google,Tech,5.0,NEUTRAL
723,google,Great company,5.0,POSITIVE
724,google,Amazing culture and very talented engineers,5.0,POSITIVE
725,google,Business Analyst,5.0,NEUTRAL
726,google,Great,5.0,POSITIVE
727,google,Review,5.0,NEUTRAL
728,google,Systems Engineer,5.0,NEUTRAL
729,google,"Great perks, promo is a long road",4.0,POSITIVE
730,google,The team is everything,4.0,NEUTRAL
731,google,Good place to work at,4.0,POSITIVE
732,google,Web Solutions Engineer,3.0,NEUTRAL
733,google,Google,5.0,NEUTRAL
734,google,It's fine,3.0,POSITIVE
735,google,Best Company,5.0,POSITIVE
736,google,Engineer,5.0,NEUTRAL
737,google,Nice place to work,4.0,POSITIVE
738,google,Engineer,4.0,NEUTRAL
739,google,Business Development,2.0,NEUTRAL
740,google,Truly a great place to work,5.0,POSITIVE
741,google,Good work environment with impactful work,4.0,POSITIVE
742,google,Pretty good,4.0,POSITIVE
743,google,Programmer,3.0,NEUTRAL
744,google,software engineer,5.0,NEUTRAL
745,google,Great work place for PhD candidate,5.0,POSITIVE
746,google,You can't beat the people,4.0,POSITIVE
747,google,"Big scale and great people, but still a big company",4.0,POSITIVE
748,google,It's Not What It Seems,1.0,NEGATIVE
749,google,Great,5.0,POSITIVE
750,google,PrepCook/dishwasher,4.0,NEUTRAL
751,google,Manager quality dictates success,3.0,NEUTRAL
752,google,Company,4.0,NEUTRAL
753,google,Sr. Program Manager,5.0,NEUTRAL
754,google,CEO,5.0,NEUTRAL
755,google,brand ambassador,4.0,NEUTRAL
756,google,Receptionist,4.0,NEUTRAL
757,google,Top notch place to work,5.0,POSITIVE
758,google,Great Employer and position,5.0,POSITIVE
759,google,Good place to start a career,4.0,POSITIVE
760,google,Not what it used to be,4.0,NEGATIVE
761,google,Great campus. Awesome set of people.,5.0,POSITIVE
762,google,Love it,5.0,POSITIVE
763,google,I like it,5.0,POSITIVE
764,google,Good place to work,4.0,POSITIVE
765,google,Managers don't manage,3.0,NEUTRAL
766,google,Pride like no other,5.0,POSITIVE
767,google,Good place to learn,4.0,POSITIVE
768,google,Pros and cons,4.0,POSITIVE
769,google,document data analyst scan inc,3.0,NEUTRAL
770,google,As good as its reputation,5.0,POSITIVE
771,google,quantitative analyst,5.0,NEUTRAL
772,google,Best company,5.0,POSITIVE
773,google,great environment,4.0,POSITIVE
774,google,Senior Architect,1.0,NEUTRAL
775,google,Decent job but difficult to advance,3.0,MIXED
776,google,Great Place to Work,4.0,POSITIVE
777,google,Mission-driven company treats employees well,5.0,NEUTRAL
778,google,Marketing manager,5.0,NEUTRAL
779,google,Cloud Program Management,4.0,NEUTRAL
780,google,5-Year Googler,5.0,NEUTRAL
781,google,Software Engineer,4.0,NEUTRAL
782,google,Software Developer,5.0,NEUTRAL
783,google,Fun and exciting.,5.0,POSITIVE
784,google,Good Work Environment,5.0,POSITIVE
785,google,Great place to work,5.0,POSITIVE
786,google,Assists the helpers while they are helping,4.0,POSITIVE
787,google,"Once you’re in, it’s like Disneyland for adults",5.0,POSITIVE
788,google,Director,5.0,NEUTRAL
789,google,Support,5.0,NEUTRAL
790,google,Mechanical engineer level 4,4.0,NEUTRAL
791,google,Great Internship,5.0,POSITIVE
792,google,Assistant,5.0,NEUTRAL
793,google,Great place to work,4.0,POSITIVE
794,google,Hello,5.0,NEUTRAL
795,google,Google is a great place to work,5.0,POSITIVE
796,google,Summer Internship,5.0,NEUTRAL
797,google,Screwing over new employees,2.0,NEGATIVE
798,google,cs,5.0,NEUTRAL
799,google,Software Engineer,4.0,NEUTRAL
800,google,Sr Associate,3.0,NEUTRAL
801,google,Working Hard is Hard,3.0,NEGATIVE
802,google,Best place to work!,5.0,POSITIVE
803,google,"Wanted to launch WiFi into space, didnt happen. Yet.",4.0,NEUTRAL
804,google,Analyst,5.0,NEUTRAL
805,google,Not all it's made out to be,3.0,NEGATIVE
806,google,Best company for a reason,5.0,POSITIVE
807,google,,5.0,
808,google,industry standard,4.0,NEUTRAL
809,google,Google is a great place to work!,4.0,POSITIVE
810,google,Inside Sales Customer Groweth,4.0,NEUTRAL
811,google,google onsite interview and process,4.0,NEUTRAL
812,google,"Nice place to work at, if you don't care about promotion",3.0,POSITIVE
813,google,"If you got to work for someone else, this is the one",5.0,NEUTRAL
814,google,Senior Software Engineer,5.0,NEUTRAL
815,google,"Great company, not so great department",4.0,MIXED
816,google,Best Place to work,5.0,POSITIVE
817,google,Good working envirenment,5.0,POSITIVE
818,google,Senior Software Engineer,5.0,NEUTRAL
819,google,as expected,5.0,POSITIVE
820,google,Great place!,5.0,POSITIVE
821,google,software engineer,5.0,NEUTRAL
822,google,Intern,5.0,NEUTRAL
823,google,Mobility Engineer,5.0,NEUTRAL
824,google,,3.0,
825,google,software engienner,3.0,NEUTRAL
826,google,One of the best...,5.0,POSITIVE
827,google,"A company for the smart, ambitious & competitive seller!",5.0,POSITIVE
828,google,Solution Engineer,5.0,NEUTRAL
829,google,Good work / life balance,4.0,POSITIVE
830,google,A historically rewarding organization to work for & continues to be,5.0,POSITIVE
831,google,The best company to work for,5.0,POSITIVE
832,google,Great place to work,5.0,POSITIVE
833,google,Nice place to work,5.0,POSITIVE
834,google,Very positive work environment,4.0,POSITIVE
835,google,Software Engineering Resident,4.0,NEUTRAL
836,google,Review,4.0,NEUTRAL
837,google,Software Engineer,5.0,NEUTRAL
838,google,Great Company,5.0,POSITIVE
839,google,Great culture,5.0,POSITIVE
840,google,Competitive but great,5.0,POSITIVE
841,google,Global Product Lead,5.0,NEUTRAL
842,google,Great place to work,5.0,POSITIVE
843,google,The right team matters,3.0,NEUTRAL
844,google,Best Company EVER,5.0,POSITIVE
845,google,Great Company,4.0,POSITIVE
846,google,Love working at Google,5.0,POSITIVE
847,google,Incredible company. Luck to have been a part of it,5.0,POSITIVE
848,google,Google is as good or great as you make it!,5.0,POSITIVE
849,google,Corporate Trainer,5.0,NEUTRAL
850,google,Staff Software Engineer,5.0,NEUTRAL
851,google,Overall very good company,5.0,POSITIVE
852,google,Great,4.0,POSITIVE
853,google,Google is great,4.0,POSITIVE
854,google,Great company,5.0,POSITIVE
855,google,Great company especially if you prefer life/work balance,5.0,POSITIVE
856,google,Company Overview,4.0,NEUTRAL
857,google,practium,5.0,NEUTRAL
858,google,Great place to start a career,4.0,POSITIVE
859,google,Director,5.0,NEUTRAL
860,google,Senior TPM,5.0,NEUTRAL
861,google,It's an OK place to work...,4.0,NEUTRAL
862,google,Lead Engineer,5.0,NEUTRAL
863,google,Good,4.0,POSITIVE
864,google,Still a great place to work,5.0,POSITIVE
865,google,Great company to work for,5.0,POSITIVE
866,google,company review,5.0,NEUTRAL
867,google,Strong benefits,4.0,POSITIVE
868,google,overrated,3.0,NEGATIVE
869,google,Best job I've had (but not perfect!),5.0,POSITIVE
870,google,Software Engineer III,4.0,NEUTRAL
871,google,Great Opportunity,5.0,POSITIVE
872,google,Google,4.0,NEUTRAL
873,google,Meh,1.0,NEGATIVE
874,google,Senior Quantitative Analyst,5.0,NEUTRAL
875,google,,5.0,
876,google,Google Review,5.0,NEUTRAL
877,google,Project Manager,4.0,NEUTRAL
878,google,big company now,4.0,POSITIVE
879,google,Great,5.0,POSITIVE
880,google,great company!,4.0,POSITIVE
881,google,Software Engineer,4.0,NEUTRAL
882,google,"A growing company, but culture changes with new CFO",4.0,NEUTRAL
883,google,Work atmosphere,4.0,NEUTRAL
884,google,Software Engineer,4.0,NEUTRAL
885,google,Google,4.0,NEUTRAL
886,google,A world class company,5.0,POSITIVE
887,google,Great Company with a Golden Heart,5.0,POSITIVE
888,google,WOW!,5.0,POSITIVE
889,google,Great place to work,5.0,POSITIVE
890,google,Great overall place to work,4.0,POSITIVE
891,google,"Great learning experience, but you must be an entrepreneur",4.0,POSITIVE
892,google,The best one!,4.0,POSITIVE
893,google,SE intern,5.0,NEUTRAL
894,google,Software engineering internship,5.0,NEUTRAL
895,google,Software developer,5.0,NEUTRAL
896,google,Manager,5.0,NEUTRAL
897,google,Great Co-Workers but Limiting Opportunities,3.0,MIXED
898,google,Intern,5.0,NEUTRAL
899,google,Great place to work!,5.0,POSITIVE
900,google,developer,4.0,NEUTRAL
901,google,"incredible tech, luke warm middle mgmt",4.0,POSITIVE
902,google,Great Work Life Balance,5.0,POSITIVE
903,google,Software Developer,5.0,NEUTRAL
904,google,Good Culture,5.0,POSITIVE
905,google,What you would expect,5.0,NEUTRAL
906,google,Great atmosphere,5.0,POSITIVE
907,google,google review,5.0,NEUTRAL
908,google,Account management on the floor,5.0,NEUTRAL
909,google,Good place to learn and work,5.0,POSITIVE
910,google,"Brilliant, fun, exciting way to impact the world",5.0,POSITIVE
911,google,Front end developer,5.0,NEUTRAL
912,google,Engineer,4.0,NEUTRAL
913,google,Billions of Impressions,4.0,NEUTRAL
914,google,Reviewer,5.0,NEUTRAL
915,google,Great people who really believe in ,5.0,POSITIVE
916,google,Sales,5.0,NEUTRAL
917,google,Great Company!,5.0,POSITIVE
918,google,Best job ive ever had,5.0,POSITIVE
919,google,Good and bad,3.0,POSITIVE
920,google,Fulfillment Lead,3.0,POSITIVE
921,google,Engineer,3.0,NEUTRAL
922,google,Strategic Partner Lead,5.0,NEUTRAL
923,google,Good place to work,5.0,POSITIVE
924,google,Software Engineer,5.0,NEUTRAL
925,google,Its Meh,3.0,NEGATIVE
926,google,It's Great To Google,5.0,POSITIVE
927,google,Great Place to Work,5.0,POSITIVE
928,google,manager,5.0,NEUTRAL
929,google,"Fast paced, supportive company",5.0,POSITIVE
930,google,Amazing company to work for,5.0,POSITIVE
931,google,One of the best companies I've worked with!,5.0,POSITIVE
932,google,Electrical Engineer,3.0,NEUTRAL
933,google,Technical Recruiter,3.0,NEUTRAL
934,google,Dream Job Comes True,5.0,POSITIVE
935,google,Technical Program Manager,4.0,NEUTRAL
936,google,Great place to work,4.0,POSITIVE
937,google,Benefits,4.0,POSITIVE
938,google,Great company with some culture flaws,5.0,POSITIVE
939,google,"One of the best companies for sure. There are others similar, but Google wins by its scale.",5.0,POSITIVE
940,google,Sr. IT Auditor - Privacy & Security,5.0,NEUTRAL
941,google,Great place,5.0,POSITIVE
942,google,Not for everyone,5.0,NEGATIVE
943,google,engineer,4.0,NEUTRAL
944,google,Good Place to work,4.0,POSITIVE
945,google,Marketing/Events,4.0,NEUTRAL
946,google,tester,2.0,NEUTRAL
947,google,Biased Management,2.0,NEGATIVE
948,google,Software Engineer,5.0,NEUTRAL
949,google,Good company,5.0,POSITIVE
950,google,Awesome,5.0,POSITIVE
951,google,Awesome Company,5.0,POSITIVE
952,google,Great,4.0,POSITIVE
953,google,"Really smart people, great perks!",5.0,POSITIVE
954,google,good,4.0,POSITIVE
955,google,good place to work,4.0,POSITIVE
956,google,Software Engineering Intern Review,4.0,NEUTRAL
957,google,program manager,5.0,NEUTRAL
958,google,Good Employee Growth,5.0,POSITIVE
959,google,Great place,5.0,POSITIVE
960,google,Great Company,5.0,POSITIVE
961,google,Great place to work,5.0,POSITIVE
962,google,Quality assurance,4.0,POSITIVE
963,google,Solid place to work,4.0,POSITIVE
964,google,Great place!,5.0,POSITIVE
965,google,work experience at Google,5.0,NEUTRAL
966,google,Good internship,5.0,POSITIVE
967,google,sales ops,3.0,NEUTRAL
968,google,manager,5.0,NEUTRAL
969,google,Specialist,5.0,NEUTRAL
970,google,Student Research Collaboration,4.0,NEUTRAL
971,google,Recruiter and Project Manager,4.0,NEUTRAL
972,google,Software engineer,5.0,NEUTRAL
973,google,Google Benefits review,4.0,NEUTRAL
974,google,engineer,3.0,NEUTRAL
975,google,Great if your a democrat,1.0,NEUTRAL
976,google,Manager NPI Manufacturing,5.0,NEUTRAL
977,google,Legal Specialist,5.0,NEUTRAL
978,google,Probably The Worst Working Conditions Ever!,1.0,NEGATIVE
979,google,lel,5.0,NEUTRAL
980,google,engineer,5.0,NEUTRAL
981,google,Nice place highly competitive,5.0,POSITIVE
982,google,"Great benefits, international company, challenging tasks",5.0,POSITIVE
983,google,Great company to work with,5.0,POSITIVE
984,google,Software Engineer Intern,5.0,NEUTRAL
985,google,Incredible experience,5.0,POSITIVE
986,google,Great place to work at,5.0,POSITIVE
987,google,Great Experience,5.0,POSITIVE
988,google,"Amazing place to work, but personal impact can be tough",4.0,POSITIVE
989,google,Sr. Product Marketing Manager,4.0,NEUTRAL
990,google,Summer intern,5.0,NEUTRAL
991,google,Great place to work,5.0,POSITIVE
992,google,Collaborative team with lots of career growth,4.0,NEUTRAL
993,google,Google Engineering Practicum,5.0,NEUTRAL
994,google,Google is everything you want,5.0,NEUTRAL
995,google,Senior Account Manager,4.0,NEUTRAL
996,google,software engineering,5.0,NEUTRAL
